Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity,Start Time,Meter Start (Wh),Meter End(Wh),Meter Total(Wh),Total Duration (s),Charger_name
13125,35,215,25,Silverado 2WD,2023,,,,24.0,29.0,26,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,,21.09.2018 04:50,12,12,0,0,Charger_10
13135,11,215,25,Silverado 2WD,2023,12.0,15.0,13,16.0,20.0,18,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,RWD,,,,,,,,,,21.09.2018 05:50,98,98,0,0,Charger_90
13136,11,215,25,Silverado 4WD,2023,11.0,14.0,12,15.0,19.0,17,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),,,,,4WD,,,,,,,,,,21.09.2018 06:50,60,60,0,0,Charger_98
13126,35,215,25,Silverado 4WD,2023,,,,,,22-24,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),,,,Also available with mud terrain tires at reduced fuel economy,4WD,,,,,,,,,,21.09.2018 07:50,36,36,0,0,Charger_5
13129,35,215,29,Suburban 2WD,2023,,,,21.0,27.0,23,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,,21.09.2018 08:50,84,84,0,0,Charger_78
13130,35,215,29,Suburban 4WD,2023,,,,20.0,26.0,22,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),,,,,4WD,,,,,,,,,,21.09.2018 09:50,35,35,0,0,Charger_90
13127,35,215,29,Tahoe 2WD,2023,,,,21.0,28.0,24,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,,21.09.2018 10:50,47,47,0,0,Charger_64
13128,35,215,29,Tahoe 4WD,2023,,,,20.0,26.0,22,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),,,,,4WD,,,,,,,,,,21.09.2018 11:50,13,13,0,0,Charger_18
13290,57,223,9,Pacifica Hybrid,2023,,,82,29.0,30.0,30,SI,3.6L,6.0,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,520,Blended,,FWD,6.6,,3.0,16,,360.0,47.0,16.0,7,21.09.2018 12:50,71,16071,16000,8727,Charger_54
13620,11,225,27,Challenger SRT Demon 170,2023,13.0,18.0,15,8.0,13.0,9,SI,6.2L,8.0,6.2L V8,Dodge,http://www.dodge.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),,,,,RWD,,,,,,,,,,21.09.2018 13:50,0,0,0,0,Charger_68
13472,57,409,27,296 GTB Spider,2023,,,47,15.0,21.0,18,SI,2.9L,6.0,2.9L V6; 137 kW electric motor,Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,7,320,Blended,,RWD,,,,,,294.0,21.0,6.0,,21.09.2018 14:50,84,6084,6000,21600,Charger_12
13470,57,409,27,SF90 Spider,2023,,,44,16.0,19.0,17,SI,3.9L,8.0,"3.9L V8; 99 kW, 99 kW, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,8,320,Blended,,AWD,,,,,,309.0,21.0,6.0,,21.09.2018 15:50,99,6099,6000,21600,Charger_85
13471,57,409,27,SF90 Stradale,2023,,,51,16.0,20.0,18,SI,3.9L,8.0,"3.9L V8; 99 kW, 99 kW, and 150 kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,9,330,Blended,,AWD,,,,,,309.0,21.0,6.0,,21.09.2018 16:50,84,6084,6000,21600,Charger_95
13390,41,367,29,"Ocean Extreme, One",2023,99.0,84.0,92,,,,e-motor,207 kW,,207 kW electric motors (x2),Fisker Automotive,http://www.fiskerautomotive.com/en-ca/,SUV,ELEC,Electric,360,,,,Part-Time 4WD,,,,,,380.0,298.0,113.0,,21.09.2018 17:50,93,113093,113000,406800,Charger_45
13324,45,219,29,Escape AWD HEV,2023,,,,42.0,36.0,39,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,Part-Time 4WD,,,,,,,,,,21.09.2018 18:50,79,79,0,0,Charger_90
13314,45,219,29,Escape FWD HEV,2023,,,,42.0,36.0,39,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,21.09.2018 19:50,49,49,0,0,Charger_85
13473,57,219,29,Escape FWD PHEV,2023,,,101,42.0,37.0,40,SI,2.5L,4.0,"2.5L I4;
78 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,37,520,Blended,,FWD,5,,4.0,15,,302.0,48.0,14.0,5,21.09.2018 20:50,93,14093,14000,10080,Charger_3
13320,11,219,29,Explorer AWD FFV,2023,13.0,18.0,15,17.0,25.0,20,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),,,,,Part-Time 4WD,,,,,,,,,,21.09.2018 21:50,14,14,0,0,Charger_8
13322,45,219,29,Explorer HEV AWD,2023,,,,,,23-25,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,Includes Platinum model,Part-Time 4WD,,,,,,,,,,21.09.2018 22:50,39,39,0,0,Charger_77
13321,45,219,29,Explorer HEV RWD,2023,,,,,,26-27,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,,,,Includes Platinum model,RWD,,,,,,,,,,21.09.2018 23:50,42,42,0,0,Charger_45
13252,11,219,25,F150 2WD FFV,2023,,,14-15,,,19-20,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,Available with Start/Stop Delete option,RWD,,,,,,,,,,22.09.2018 00:50,17,17,0,0,Charger_58
13254,11,219,25,F150 4WD FFV,2023,14.0,18.0,15,19.0,22.0,20,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,,Part-Time 4WD,,,,,,,,,,22.09.2018 01:50,87,87,0,0,Charger_86
13253,11,219,25,F150 4WD FFV,2023,,,13-14,,,17-19,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,Available in Tremor edition and with Start/Stop Delete option,Part-Time 4WD,,,,,,,,,,22.09.2018 02:50,39,39,0,0,Charger_67
13330,41,219,25,F150 Lightning 4WD,2023,,,68,,,,e-motor,358 kW electric motors (x2),,358 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,240,,,,AWD,11.6-19.6,150,2.0,24-40,249.0,378.0,328.0,123.0,5,22.09.2018 03:50,9,123009,123000,442800,Charger_93
13317,41,219,25,F150 Lightning 4WD Plat/Ext. Range,2023,,,66-70,,,,e-motor,210 kW electric motors (x2),,210 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,300-320,,,Includes Platinum and Extended Range models,AWD,11.6-19.6,150,2.0,24-40,249.0,403.0,410.0,165.0,5,22.09.2018 04:50,44,165044,165000,594000,Charger_11
13251,11,219,25,F150  Pickup 2WD FFV,2023,,,15-16,,,20-21,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),,,,Available with Start/Stop Delete option,RWD,,,,,,,,,,22.09.2018 05:50,41,41,0,0,Charger_98
13257,45,219,25,F150 Pickup 2WD HEV,2023,,,,25.0,25.0,25,SI,3.5L V6,6.0,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,,22.09.2018 06:50,7,7,0,0,Charger_38
13258,45,219,25,F150 Pickup 4WD HEV,2023,,,,23.0,23.0,23,SI,3.5L V6,6.0,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,22.09.2018 07:50,11,11,0,0,Charger_45
13323,45,219,25,Maverick Pickup HEV,2023,,,,40.0,33.0,37,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,22.09.2018 08:50,70,70,0,0,Charger_67
13334,41,219,29,Mustang Mach-E AWD,2023,99.0,86.0,93,,,,e-motor,198 kW electric motors (x2),,198 kW electric motors (x2),Ford,https://www.ford.com,SUV,ELEC,Electric,224,,,,AWD,11,115-150,3.0,30,331.0,404.0,288.0,116.0,5,22.09.2018 09:50,19,116019,116000,37963,Charger_60
13335,41,219,29,Mustang Mach-E AWD CAL RT 1/EXT,2023,,,92-98,,,,e-motor,258 kW electric motors (x2),,258 kW electric motors (x2),Ford,https://www.ford.com,SUV,ELEC,Electric,290-312,,,Includes California Route 1 and Extended models,AWD,11,115-150,3.0,30,331.0,404.0,288.0,116.0,5,22.09.2018 10:50,60,116060,116000,37963,Charger_32
13333,41,219,29,Mustang Mach-E GT,2023,,,82-84,,,,e-motor,180  kW electric motor,,180  kW electric motors (x2),Ford,https://www.ford.com,SUV,ELEC,Electric,260-270,,,Includes Performance model,AWD,11,115-150,3.0,30,331.0,404.0,288.0,116.0,5,22.09.2018 11:50,63,116063,116000,37963,Charger_65
13391,41,219,29,Mustang Mach-E RWD Extended,2023,105.0,92.0,99,,,,e-motor,216 kW electric motor,,216 kW electric motor,Ford,https://www.ford.com,SUV,ELEC,Electric,310,,,,RWD,11,115-150,3.0,30,331.0,404.0,288.0,116.0,5,22.09.2018 12:50,8,116008,116000,37963,Charger_57
13332,41,219,29,Mustang Mach-E RWD (incl. LFP),2023,,,101-103,,,,e-motor,198 kW electric motor,,198 kW electric motor,Ford,https://www.ford.com,SUV,ELEC,Electric,247-250,,,,RWD,11,115-150,3.0,30,331.0,410.0,223.0,91.0,5,22.09.2018 13:50,8,91008,91000,29781,Charger_46
13229,41,478,27,Electrified G80,2023,105.0,89.0,97,,,,e-motor,TBD,,TBD,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,282,,,,AWD,,,,,,523.0,167.0,87.0,,22.09.2018 14:50,66,87066,87000,313200,Charger_47
13169,45,478,27,G90 MHEV,2023,,,,17.0,24.0,20,SI,3.5L,6.0,3.5L V6,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,22.09.2018 15:50,44,44,0,0,Charger_21
13112,41,478,27,GV60 Advance,2023,103.0,86.0,95,,,,e-motor,74 and 160 kW electric motors,,74 and 160 kW electric motors,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,248,,,,AWD,,,,,,697.0,111.0,77.0,,22.09.2018 16:50,75,77075,77000,277200,Charger_53
13113,41,478,27,GV60 Performance,2023,97.0,82.0,90,,,,e-motor,160 kW electric motors (X2),,160 kW electric motors (X2),Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,235,,,,AWD,,,,,,697.0,111.0,77.0,,22.09.2018 17:50,38,77038,77000,277200,Charger_97
13137,11,213,25,Sierra 2WD,2023,12.0,15.0,13,16.0,20.0,18,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,RWD,,,,,,,,,,22.09.2018 18:50,72,72,0,0,Charger_42
13131,35,213,25,Sierra 2WD,2023,,,,24.0,29.0,26,CI,3.0L,6.0,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,,22.09.2018 19:50,49,49,0,0,Charger_88
13138,11,213,25,Sierra 4WD,2023,11.0,14.0,12,15.0,19.0,17,SI,5.3L,8.0,5.3L V8,GMC,http://www.gmc.com,Pickup,E85_GSLN,Ethanol (E85),,,,,4WD,,,,,,,,,,22.09.2018 20:50,27,27,0,0,Charger_27
13132,35,213,25,Sierra 4WD,2023,,,,,,22-24,CI,3.0L,6.0,3.0L V6,GMC,http://www.gmc.com,Pickup,BD,Biodiesel (B20),,,,Also available with mud terrain tires at reduced fuel economy,4WD,,,,,,,,,,22.09.2018 21:50,22,22,0,0,Charger_80
13133,35,213,29,Yukon/Yukon XL 2WD,2023,,,,21.0,27.0,23,CI,3.0L,6.0,3.0L V6,GMC,http://www.gmc.com,SUV,BD,Biodiesel (B20),,,,,RWD,,,,,,,,,,22.09.2018 22:50,45,45,0,0,Charger_1
13134,35,213,29,Yukon/Yukon XL 4WD,2023,,,,20.0,26.0,22,CI,3.0L,6.0,3.0L V6,GMC,http://www.gmc.com,SUV,BD,Biodiesel (B20),,,,,4WD,,,,,,,,,,22.09.2018 23:50,4,4,0,0,Charger_20
13325,45,209,27,Accord,2023,,,,,,44-48,SI,2.0L,4.0,2.0L I4,Honda,http://automobiles.honda.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,Includes Sport/Touring models,FWD,,,,,,,,,,23.09.2018 00:50,92,92,0,0,Charger_87
13259,45,209,29,CR-V AWD,2023,,,,40.0,34.0,37,SI,2.0L,4.0,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,23.09.2018 01:50,92,92,0,0,Charger_44
13260,45,209,29,CR-V FWD,2023,,,,43.0,36.0,40,SI,2.0L,4.0,2.0L I4,Honda,http://automobiles.honda.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,23.09.2018 02:50,70,70,0,0,Charger_55
13170,45,351,27,Elantra Hybrid/Hybrid Blue,2023,,,,,,50-54,SI,1.6L,4.0,1.6L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,23.09.2018 03:50,97,97,0,0,Charger_28
13342,41,351,27,Ioniq 6 Long range AWD,2023,,,103-121,,,,e-motor,74 and 165 kW,,74 and 165 kW electric motors,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,270-316,,,"Includes models with 18"" and 20"" wheels",AWD,,,,,,697.0,111.0,77.0,,23.09.2018 04:50,17,77017,77000,277200,Charger_98
13340,41,351,27,Ioniq 6 Long range RWD,2023,,,117-140,,,,e-motor,168 kW,,168 kW electric motor,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,305-361,,,"Includes models with 18"" and 20"" wheels",RWD,,,,,,697.0,111.0,77.0,,23.09.2018 05:50,9,77009,77000,277200,Charger_75
13341,41,351,27,Ioniq 6 Standard range RWD,2023,151.0,120.0,135,,,,e-motor,111 kW,,111 kW electric motor,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,240,,,,RWD,,,,,,480.0,111.0,53.0,,23.09.2018 06:50,36,53036,53000,190800,Charger_72
13230,41,351,29,Kona Electric,2023,132.0,106.0,120,,,,e-motor,TBD,,TBD,Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,258,,,,FWD,7.2,75,4.0,26,214.0,356.0,180.0,64.0,5,23.09.2018 07:50,7,64007,64000,32000,Charger_66
13615,9,351,29,Nexo,2023,59.0,54.0,57,,,,FC,120 kW electric motor,,"120 kW electric motor;
240 V Lithium Ion battery",Hyundai,http://www.hyundaiusa.com/,SUV,H2,Hydrogen Fuel Cell,,354,,,FWD,,,,,,,,,,23.09.2018 08:50,34,34,0,0,Charger_73
13616,9,351,29,Nexo Blue,2023,65.0,58.0,61,,,,FC,120 kW electric motor,,"120 kW electric motor;
240 V Lithium Ion battery",Hyundai,http://www.hyundaiusa.com/,SUV,H2,Hydrogen Fuel Cell,,380,,,FWD,,,,,,,,,,23.09.2018 09:50,13,13,0,0,Charger_99
13171,45,351,29,Santa Fe Hybrid/Hybrid Blue,2023,,,,,,32-34,SI,1.6L,4.0,1.6L I4,Hyundai,http://www.hyundaiusa.com/,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,23.09.2018 10:50,34,34,0,0,Charger_45
13291,57,351,29,Santa Fe Plug-in Hybrid,2023,,,76,33.0,32.0,33,SI,1.6L,4.0,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,31,440,Blended,,AWD,3.3,,4.0,20,,360.0,38.0,13.0,5,23.09.2018 11:50,14,13014,13000,14181,Charger_64
13172,45,351,27,Sonata Hybrid/Hybrid Blue,2023,,,,,,47-52,SI,2.0L,4.0,2.0L I4,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,23.09.2018 12:50,2,2,0,0,Charger_81
13173,45,351,29,Tucson Hybrid/Hybrid Blue,2023,,,,,,37-38,SI,1.6L,4.0,1.6L I4,Hyundai,http://www.hyundaiusa.com/,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,23.09.2018 13:50,48,48,0,0,Charger_6
13292,57,351,29,Tucson Plug-in Hybrid,2023,,,80,35.0,35.0,35,SI,1.6L,4.0,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,33,420,Blended,,AWD,7.2,,4.0,20,,360.0,38.0,13.0,5,23.09.2018 14:50,47,13047,13000,6500,Charger_25
13174,45,385,29,F-PACE P340/P400 MHEV,2023,,,,,,22,SI,3.0L,6.0,3.0L V6,Jaguar,http://www.jaguarusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,23.09.2018 15:50,4,4,0,0,Charger_28
13231,41,385,29,I-PACE EV400,2023,,,76-85,,,,e-motor,TBD,,TBD,Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,217-246,,,,4WD,7,100,3.0,16,180.0,388.0,223.0,86.0,5,23.09.2018 16:50,53,86053,86000,44228,Charger_48
13294,57,275,29,Grand Cherokee 4xe,2023,,,56,23.0,24.0,23,SI,2.0L,4.0,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,26,470,Blended,,4WD,7.7,,2.0,13,,345.0,50.0,17.0,5,23.09.2018 17:50,24,17024,17000,7948,Charger_60
13175,45,275,29,Wagoneer 2WD,2023,,,,16.0,22.0,18,SI,5.7L,8.0,5.7L V8,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,,23.09.2018 18:50,96,96,0,0,Charger_68
13176,45,275,29,Wagoneer 4WD,2023,,,,15.0,20.0,17,SI,5.7L,8.0,5.7L V8,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,23.09.2018 19:50,0,0,0,0,Charger_46
13177,45,275,29,Wrangler 2dr 4x4,2023,,,,20.0,24.0,21,SI,3.6L,6.0,3.6L V6,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,23.09.2018 20:50,73,73,0,0,Charger_5
13178,45,275,29,Wrangler 4dr 4x4,2023,,,,19.0,24.0,21,SI,3.6L,6.0,3.6L V6,Jeep,https://www.jeep.com,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,23.09.2018 21:50,2,2,0,0,Charger_71
13293,57,275,29,Wrangler 4dr 4xe,2023,,,49,20.0,20.0,20,SI,2.0L,4.0,"2.0L I4;
100 kW electric motor",Jeep,https://www.jeep.com,SUV,PHEV,Plug-in Hybrid Electric,22,370,Blended,,4WD,7.7,,2.0,11,,355.0,50.0,17.0,5,23.09.2018 22:50,23,17023,17000,7948,Charger_28
13234,41,361,27,EV6 AWD GT,2023,85.0,74.0,79,,,,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,206,,,,AWD,11,200,4.0,36,527.0,697.0,111.0,77.0,5,23.09.2018 23:50,62,77062,77000,25200,Charger_37
13233,41,361,27,EV6 Long Range AWD,2023,,,96-109,,,,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,252-282,,,,AWD,11,200,4.0,35,527.0,697.0,111.0,77.0,5,24.09.2018 00:50,99,77099,77000,25200,Charger_18
13232,41,361,27,EV6 Standard/Long Range RWD,2023,,,117,,,,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,232-310,,,,RWD,11,200,4.0,36,527.0,697.0,111.0,77.0,5,24.09.2018 01:50,73,77073,77000,25200,Charger_18
13235,41,361,27,Niro Electric,2023,123.0,101.0,113,,,,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,253,,,,FWD,7.2,75,4.0,24,199.0,358.0,180.0,64.0,5,24.09.2018 02:50,46,64046,64000,32000,Charger_89
13180,45,361,27,NIro/Niro FE,2023,,,,,,49-53,SI,1.6L,4.0,1.6L I4,Kia,http://www.kia.com,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,24.09.2018 03:50,58,58,0,0,Charger_13
13474,57,361,27,Niro Plug-in Hybrid,2023,,,108,49.0,47.0,48,SI,1.6L,4.0,"1.6L I4;
62 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,34,510,Blended,,FWD,3.3,,4.0,10,,360.0,31.0,11.0,5,24.09.2018 04:50,76,11076,11000,12000,Charger_49
13182,45,361,29,Sorento Hybrid AWD,2023,,,,36.0,33.0,34,SI,1.6L,4.0,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,24.09.2018 05:50,28,28,0,0,Charger_46
13181,45,361,29,Sorento Hybrid FWD,2023,,,,39.0,35.0,37,SI,1.6L,4.0,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,24.09.2018 06:50,82,82,0,0,Charger_17
13475,57,361,29,Sorento Plug-in Hybrid,2023,,,79,35.0,33.0,34,SI,1.6L,4.0,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,32,460,Blended,,AWD,7.2,,4.0,22,,360.0,38.0,13.0,6,24.09.2018 07:50,53,13053,13000,6500,Charger_19
13184,45,361,29,Sportage Hybrid AWD,2023,,,,38.0,38.0,38,SI,1.6L,4.0,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,24.09.2018 08:50,23,23,0,0,Charger_39
13183,45,361,29,Sportage Hybrid FWD,2023,,,,42.0,44.0,43,SI,1.6L,4.0,1.6L I4,Kia,http://www.kia.com,SUV,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,24.09.2018 09:50,74,74,0,0,Charger_97
13476,57,361,29,Sportage Plug-in Hybrid,2023,,,84,36.0,35.0,35,SI,1.6L,4.0,"1.6L I4;
67 kW electric motor",Kia,http://www.kia.com,SUV,PHEV,Plug-in Hybrid Electric,34,430,Blended,,AWD,7.2,,4.0,22,,360.0,39.0,14.0,5,24.09.2018 10:50,46,14046,14000,7000,Charger_70
13185,45,387,29,Defender 90/110/130 MHEV,2023,,,,,,19-20,SI,3.0L,6.0,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,24.09.2018 11:50,56,56,0,0,Charger_98
13186,45,387,29,Discovery MHEV,2023,,,,19.0,25.0,22,SI,3.0L,6.0,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,,4WD,,,,,,,,,,24.09.2018 12:50,10,10,0,0,Charger_20
13188,45,387,29,New Range Rover LWB MHEV,2023,,,,,,21,SI,3.0L,6.0,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,Includes P360 and P400 models,4WD,,,,,,,,,,24.09.2018 13:50,36,36,0,0,Charger_59
13187,45,387,29,New Range Rover MHEV,2023,,,,,,21,SI,3.0L,6.0,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,Includes P360 and P400 models,4WD,,,,,,,,,,24.09.2018 14:50,66,66,0,0,Charger_72
13189,45,387,29,New Range Rover Sport MHEV,2023,,,,,,21-22,SI,3.0L,6.0,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,Includes P360 and P400 models,4WD,,,,,,,,,,24.09.2018 15:50,63,63,0,0,Charger_3
13477,57,387,29,New Range Rover/Sport P440 PHEV,2023,,,51,19.0,24.0,21,CI,3.0L,6.0,"3.0L V6;
105 kW electric motor",Land Rover,https://www.landroverusa.com/index.html,SUV,PHEV,Plug-in Hybrid Electric,21,450,Blended,Includes standard and Sport models,4WD,,,,,,398.0,96.0,38.0,,24.09.2018 16:50,47,38047,38000,136800,Charger_82
13190,45,387,29,Range Rover Evoque MHEV,2023,,,,21.0,26.0,23,SI,2.0L,4.0,2.0L I4,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,24.09.2018 17:50,28,28,0,0,Charger_2
13191,45,387,29,Range Rover Velar MHEV,2023,,,,,,21-22,SI,3.0L,6.0,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,,,,Includes P360 and P400 models,4WD,,,,,,,,,,24.09.2018 18:50,88,88,0,0,Charger_32
13194,45,243,27,ES 300h,2023,,,,43.0,44.0,44,SI,2.5L,4.0,2.5L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,,,,,FWD,,,,,,,,,,24.09.2018 19:50,98,98,0,0,Charger_48
13261,45,243,27,LC 500h,2023,,,,26.0,33.0,29,SI,3.5L,6.0,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,,24.09.2018 20:50,31,31,0,0,Charger_22
13331,45,243,27,LS 500h,2023,,,,22.0,29.0,25,SI,3.5L,6.0,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,,,,,RWD,,,,,,,,,,24.09.2018 21:50,11,11,0,0,Charger_74
13262,45,243,27,LS 500h AWD,2023,,,,22.0,29.0,25,SI,3.5L,6.0,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,24.09.2018 22:50,42,42,0,0,Charger_15
13263,45,243,29,NX 350h AWD,2023,,,,41.0,37.0,39,SI,2.5L,4.0,2.5L I4,Lexus,,SUV,HYBR,Hybrid Electric,,,,,AWD,,,,,,,,,,24.09.2018 23:50,75,75,0,0,Charger_0
